"Player Details","","","","","","Overall","","","","","","Slant","","","","","","","Out","","","","","","","In/Dig","","","","","","","Hitch","","","","","","","Comeback","","","","","","","Corner","","","","","","","Post","","","","","","","Go","","","","","","Crossers","","","","","","","Screens","","","","","","","Flat","","","","","","","Backfield","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","TGT","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","ADOR","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE"
"144","Noah Fant","CIN","TE","9","2025","144","0.007","1.73","0.22","2.8","33","11","7.6","0.000","0.91","0.18","1.2","0.0","7","4.9","-0.143","2.00","0.14","7.4","0.0","8","5.6","0.125","","","10.8","12.5","38","26.4","0.026","2.11","0.29","4.3","2.6","","0.0","","","","0.0","","7","4.9","-0.143","","","8.9","0.0","3","2.1","0.000","","","10.7","0.0","21","14.6","0.095","1.00","0.04","4.8","9","6.3","-0.111","2.78","0.22","7.3","11.1","2","1.4","0.000","5.50","0.50","-6.5","0.0","36","25.0","0.000","2.45","0.39","","0.0","2","1.4","0.000","","","-2.5","0.0"
"145","David Sills","ATL","WR","10","2025","144","0.028","0.23","0.05","9.0","8","8","5.6","-0.125","","","3.3","0.0","6","4.2","0.000","","","12.2","0.0","22","15.3","0.227","0.39","0.04","14.0","22.7","29","20.1","-0.172","0.41","0.03","13.6","0.0","4","2.8","-0.250","2.75","0.50","25.0","14.0","17","11.8","0.176","","0.06","12.4","23.5","13","9.0","0.000","","0.08","11.9","0.0","32","22.2","0.063","","","6.3","6","4.2","0.167","","0.17","15.5","16.7","","0.0","","","","","0.0","7","4.9","0.000","0.29","0.14","","0.0","","0.0","","","","","0.0"
"146","Ja'Tavion Sanders","CAR","TE","8","2025","144","0.042","1.16","0.20","7.6","29","9","6.3","0.000","4.56","0.56","3.1","0.0","17","11.8","0.118","0.61","0.17","6.3","11.8","19","13.2","0.000","0.37","0.05","9.2","10.5","26","18.1","0.077","2.73","0.42","7.5","7.7","","0.0","","","","0.0","","11","7.6","0.091","","","9.5","18.2","7","4.9","-0.143","","","13.1","0.0","18","12.5","0.056","0.90","0.20","5.6","17","11.8","0.059","0.41","0.06","4.0","11.8","2","1.4","0.000","3.50","1.00","-3.0","0.0","17","11.8","0.000","0.47","0.12","","0.0","1","0.7","0.000","","","-1.0","0.0"
"147","Noah Gray","KC","TE","10","2025","143","0.000","0.74","0.14","7.0","21","6","4.2","0.000","1.67","0.17","4.8","0.0","15","10.5","-0.067","1.93","0.20","6.6","13.3","9","6.3","0.222","","0.11","12.4","22.2","26","18.2","-0.077","0.23","0.04","8.3","3.8","","0.0","","","","0.0","","27","18.9","0.000","0.54","0.18","9.7","11.1","4","2.8","0.250","","","7.0","25.0","13","9.1","0.077","2.00","0.14","7.7","17","11.9","-0.059","","0.06","6.9","0.0","3","2.1","0.000","1.00","1.00","-2.7","0.0","21","14.7","0.000","0.33","0.10","","0.0","2","1.4","0.000","4.00","0.50","-1.0","0.0"
"148","Hunter Renfrow","CAR","WR","6","2025","142","0.113","0.62","0.16","11.3","23","15","10.6","0.267","0.87","0.20","2.2","26.7","20","14.1","0.200","0.50","0.15","6.8","20.0","9","6.3","0.111","","","10.4","11.1","32","22.5","0.000","0.76","0.15","5.6","0.0","","0.0","","","","0.0","","9","6.3","-0.111","","","13.7","0.0","6","4.2","-0.167","2.50","0.17","10.8","0.0","31","21.8","0.161","0.32","0.13","9.7","13","9.2","0.308","","0.23","10.9","23.1","2","1.4","0.000","3.00","1.00","-3.5","0.0","5","3.5","0.000","2.00","0.40","","20.0","","0.0","","","","","0.0"
"149","Kalif Raymond","DET","WR","10","2025","142","0.063","0.80","0.12","7.7","17","5","3.5","0.200","2.60","0.20","3.8","20.0","10","7.0","-0.100","1.30","0.30","11.5","0.0","23","16.2","0.130","0.61","0.09","13.9","13.0","29","20.4","0.034","1.10","0.17","7.9","6.9","8","5.6","0.250","","","25.0","15.9","10","7.0","0.000","","","12.8","0.0","2","1.4","0.000","","","13.0","0.0","29","20.4","0.069","","","6.9","23","16.2","0.043","1.70","0.22","6.0","4.3","1","0.7","0.000","","","-4.0","0.0","2","1.4","0.000","1.00","0.50","","0.0","","0.0","","","","","0.0"
"150","Tyler Higbee","LA","TE","9","2025","141","-0.014","1.29","0.20","3.5","30","9","6.4","-0.111","1.00","0.33","3.0","11.1","15","10.6","0.000","","","4.4","0.0","17","12.1","0.000","0.94","0.12","11.5","11.8","25","17.7","0.000","0.28","0.08","4.6","0.0","","0.0","","","","0.0","","17","12.1","0.000","1.32","0.16","11.8","5.9","3","2.1","0.000","","","12.0","0.0","16","11.3","-0.063","","0.12","0.0","12","8.5","0.000","2.00","0.25","5.9","8.3","6","4.3","0.000","7.50","1.00","-2.5","0.0","20","14.2","0.000","2.78","0.39","","0.0","1","0.7","0.000","","","-3.0","0.0"
"151","D'Andre Swift","CHI","RB","9","2025","140","0.021","1.48","0.23","2.1","32","1","0.7","0.000","","","1.0","0.0","3","2.1","0.333","18.33","0.67","3.0","33.3","","0.0","","","","","0.0","2","1.4","0.000","","","11.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","1.4","0.000","","","0.0","5","3.6","0.000","3.40","0.60","0.2","0.0","3","2.1","0.000","","","-6.0","0.0","7","5.0","0.000","0.29","0.14","","0.0","117","83.6","0.017","1.15","0.22","-3.0","1.7"
"152","Demarcus Robinson","SF","WR","8","2025","140","0.064","1.08","0.16","13.6","23","10","7.1","-0.200","0.80","0.10","2.0","0.0","8","5.7","-0.250","","0.13","10.9","0.0","23","16.4","0.261","","0.04","13.7","26.1","26","18.6","0.077","2.08","0.19","11.7","11.5","5","3.6","1.000","2.60","0.40","80.0","14.2","9","6.4","-0.111","","0.33","10.4","0.0","12","8.6","0.000","3.58","0.17","11.8","8.3","29","20.7","0.034","0.58","0.16","13.8","13","9.3","0.000","1.43","0.14","13.8","7.7","1","0.7","0.000","","","-6.0","0.0","4","2.9","0.000","-0.25","0.25","","0.0","","0.0","","","","","0.0"
"153","KaVontae Turpin","DAL","WR","8","2025","139","0.173","1.30","0.17","15.1","24","7","5.0","0.000","1.43","0.14","3.9","0.0","17","12.2","0.471","2.24","0.24","9.5","41.2","6","4.3","0.167","","0.17","12.7","16.7","21","15.1","0.095","1.71","0.24","10.2","14.3","","0.0","","","","0.0","","9","6.5","0.111","","","11.4","11.1","7","5.0","0.571","","","17.9","42.9","39","28.1","0.103","0.66","0.05","5.1","24","17.3","0.167","2.63","0.25","6.5","16.7","4","2.9","0.000","2.50","0.75","-2.0","0.0","4","2.9","0.000","","0.50","","0.0","1","0.7","0.000","","","3.0","0.0"
"154","George Kittle","SF","TE","6","2025","138","0.014","1.79","0.21","7.2","30","6","4.3","0.167","","","3.7","16.7","21","15.2","0.048","2.76","0.38","6.8","14.3","19","13.8","0.000","2.32","0.21","10.7","10.5","16","11.6","-0.188","0.19","0.06","8.8","0.0","","0.0","","","","0.0","","11","8.0","-0.091","","","9.9","0.0","5","3.6","0.200","4.80","0.40","10.6","20.0","13","9.4","0.154","3.62","0.15","7.7","25","18.1","0.040","1.56","0.28","5.1","8.0","4","2.9","0.000","4.25","1.00","-2.5","0.0","18","13.0","0.000","1.00","0.11","","0.0","","0.0","","","","","0.0"
"155","James Cook","BUF","RB","10","2025","138","0.007","1.34","0.16","0.7","23","","0.0","","","","","0.0","2","1.4","0.000","","","4.0","0.0","","0.0","","","","","0.0","1","0.7","0.000","","","4.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","0.7","0.000","","","0.0","","0.0","","","","","0.0","2","1.4","0.000","1.50","0.50","-7.0","0.0","","0.0","","","","","0.0","132","95.7","0.008","1.38","0.15","-1.8","0.8"
"156","Rico Dowdle","CAR","RB","11","2025","138","0.000","1.43","0.20","0.7","28","4","2.9","0.000","","","3.3","0.0","3","2.2","0.000","3.67","0.33","4.0","0.0","4","2.9","0.000","","","5.5","0.0","6","4.3","0.000","","","4.2","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","1","0.7","0.000","","","8.0","0.0","9","6.5","0.000","","","0.0","1","0.7","0.000","","","-3.0","0.0","","0.0","","","","","0.0","4","2.9","0.000","","0.25","","0.0","106","76.8","0.000","1.75","0.24","-4.3","0.9"
"157","Josh Jacobs","GB","RB","10","2025","137","-0.007","1.72","0.25","0.0","34","2","1.5","0.000","14.50","0.50","2.0","0.0","1","0.7","-1.000","6.00","1.00","4.0","0.0","","0.0","","","","","0.0","2","1.5","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","6","4.4","0.000","","","0.0","1","0.7","0.000","","1.00","-3.0","0.0","4","2.9","0.000","9.50","0.50","-6.8","0.0","6","4.4","0.000","0.50","0.17","","0.0","115","83.9","0.000","1.39","0.24","-3.8","0.0"
"158","Gunnar Helm","TEN","TE","10","2025","137","0.015","1.54","0.21","5.1","29","3","2.2","0.000","","","3.0","0.0","17","12.4","0.235","3.24","0.29","10.5","23.5","1","0.7","0.000","","","10.0","0.0","31","22.6","0.000","1.84","0.29","5.7","0.0","","0.0","","","","0.0","","9","6.6","0.000","","","9.0","0.0","6","4.4","0.000","","","10.2","0.0","15","10.9","0.067","3.06","0.31","13.3","23","16.8","-0.087","0.92","0.17","4.7","4.3","1","0.7","0.000","2.00","1.00","-4.0","0.0","31","22.6","-0.032","0.97","0.16","","0.0","","0.0","","","","","0.0"
"159","Jerome Ford","CLV","RB","10","2025","137","0.007","0.55","0.18","0.7","25","3","2.2","0.000","","","0.7","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","3","2.2","0.000","","0.33","7.3","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","3","2.2","0.000","","","0.0","","0.0","","","","","0.0","1","0.7","0.000","","","-8.0","0.0","12","8.8","0.000","","","","0.0","115","83.9","0.009","0.66","0.21","-4.3","0.9"
"160","Dontayvion Wicks","GB","WR","8","2025","135","0.126","1.31","0.20","16.3","28","7","5.2","0.000","4.43","0.43","3.3","14.3","26","19.3","0.154","3.69","0.54","9.8","34.6","5","3.7","0.200","3.20","0.20","14.6","20.0","33","24.4","0.121","1.00","0.12","10.3","9.1","1","0.7","0.000","","","0.0","15.0","10","7.4","0.100","","0.20","15.0","20.0","11","8.1","0.182","","","13.7","9.1","24","17.8","0.083","","0.08","8.3","12","8.9","0.250","","0.08","13.5","25.0","3","2.2","0.000","1.33","0.33","-4.7","0.0","3","2.2","0.000","","","","0.0","","0.0","","","","","0.0"
"161","Tyler Johnson","NYJ","WR","9","2025","135","-0.044","1.36","0.10","3.0","14","4","3.0","-0.250","","","2.0","0.0","7","5.2","-0.143","","","12.6","0.0","24","17.8","-0.083","3.00","0.12","15.2","4.2","19","14.1","0.000","0.26","0.05","7.5","0.0","2","1.5","0.000","","","0.0","16.5","14","10.4","0.000","3.57","0.21","12.6","7.1","9","6.7","0.000","1.67","0.11","12.2","11.1","24","17.8","0.000","","0.04","0.0","21","15.6","-0.095","1.77","0.23","7.6","4.8","2","1.5","0.000","","","-2.0","0.0","9","6.7","0.000","","","","0.0","","0.0","","","","","0.0"
"162","Chuba Hubbard","CAR","RB","9","2025","134","0.000","0.92","0.18","0.0","25","1","0.7","0.000","","","-1.0","0.0","4","3.0","0.000","","","4.5","0.0","4","3.0","0.000","4.00","0.25","4.0","0.0","7","5.2","0.000","","","5.3","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","8","6.0","0.000","","0.11","0.0","1","0.7","0.000","","","-3.0","0.0","6","4.5","0.000","0.83","0.17","-4.5","0.0","3","2.2","0.000","9.00","0.33","","0.0","100","74.6","0.000","0.75","0.19","-3.3","0.0"
"163","Michael Mayer","LV","TE","8","2025","132","-0.008","1.25","0.23","3.0","31","8","6.1","0.000","","","3.9","0.0","13","9.8","0.000","1.15","0.23","8.3","7.7","6","4.5","0.000","","","14.2","0.0","23","17.4","0.043","2.83","0.35","5.0","4.3","","0.0","","","","0.0","","22","16.7","0.000","","","8.9","4.5","3","2.3","0.000","","","11.7","0.0","11","8.3","-0.182","0.33","0.25","0.0","16","12.1","0.000","0.44","0.25","3.1","6.3","4","3.0","0.000","3.00","0.75","-3.8","0.0","22","16.7","0.000","2.32","0.32","","0.0","4","3.0","0.000","2.75","0.50","1.0","0.0"
"164","Woody Marks","HST","RB","10","2025","132","0.008","1.42","0.19","3.0","25","1","0.8","0.000","","","-1.0","0.0","","0.0","","","","","0.0","1","0.8","0.000","","","5.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","4","3.0","0.000","","","25.0","","0.0","","","","","0.0","2","1.5","0.000","","0.50","-5.0","0.0","4","3.0","-0.500","","","","0.0","120","90.9","0.025","1.56","0.20","0.2","2.5"
"165","Rhamondre Stevenson","NE","RB","8","2025","131","0.008","1.28","0.14","2.3","19","1","0.8","0.000","15.00","1.00","3.0","0.0","","0.0","","","","","0.0","2","1.5","0.000","","","5.5","0.0","1","0.8","0.000","","","4.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","3","2.3","-0.333","","0.33","0.0","","0.0","","","","","0.0","2","1.5","0.000","","","-2.0","0.0","","0.0","","","","","0.0","122","93.1","0.016","1.25","0.14","0.2","2.5"
"166","Ray-Ray McCloud","NYG, ATL","WR","6","2025","128","0.039","0.54","0.10","10.2","13","6","4.7","0.167","3.17","0.33","3.7","16.7","11","8.6","0.364","2.18","0.27","12.5","45.5","17","13.3","0.000","","0.06","11.8","5.9","31","24.2","-0.065","0.42","0.06","9.2","3.2","2","1.6","0.000","","","0.0","15.5","5","3.9","0.400","","","14.8","20.0","14","10.9","0.071","","0.07","13.1","7.1","24","18.8","-0.083","","","4.2","15","11.7","0.067","0.33","0.13","7.4","13.3","1","0.8","0.000","","1.00","-4.0","0.0","2","1.6","0.000","4.00","0.50","","0.0","","0.0","","","","","0.0"
"167","Jamari Thrash","CLV","WR","9","2025","127","0.000","0.84","0.11","5.5","14","14","11.0","0.214","1.50","0.14","2.6","21.4","16","12.6","0.000","0.56","0.19","8.2","6.3","13","10.2","0.077","","","13.6","7.7","18","14.2","-0.056","2.33","0.17","10.4","5.6","","0.0","","","","0.0","","11","8.7","0.000","","0.09","11.0","9.1","6","4.7","-0.167","","","13.7","0.0","33","26.0","-0.030","","","0.0","12","9.4","-0.083","2.00","0.23","11.3","0.0","","0.0","","","","","0.0","4","3.1","0.000","2.25","0.50","","0.0","","0.0","","","","","0.0"
"168","Jaylin Noel","HST","WR","10","2025","126","-0.016","1.62","0.19","4.0","25","6","4.8","-0.167","1.14","0.14","3.2","0.0","15","11.9","-0.133","1.33","0.33","6.1","6.7","7","5.6","0.143","","","12.0","14.3","22","17.5","-0.045","","","5.9","0.0","","0.0","","","","0.0","","17","13.5","0.118","3.06","0.24","12.2","11.8","10","7.9","-0.100","","0.20","10.5","0.0","18","14.3","-0.056","","0.06","0.0","17","13.5","0.059","5.39","0.28","8.3","5.9","7","5.6","0.000","3.86","0.71","-4.6","0.0","6","4.8","0.000","0.71","0.29","","0.0","1","0.8","0.000","","","-8.0","0.0"
"169","Dalton Kincaid","BUF","TE","8","2025","126","0.103","3.37","0.27","11.9","36","5","4.0","0.200","3.00","0.40","2.4","20.0","20","15.9","-0.050","3.27","0.23","9.6","5.0","11","8.7","0.182","7.27","0.36","11.0","18.2","25","19.8","0.040","2.00","0.27","6.8","4.0","","0.0","","","","0.0","","17","13.5","0.353","1.35","0.06","11.4","17.6","6","4.8","0.167","2.50","0.17","10.5","16.7","19","15.1","-0.105","0.95","0.14","5.3","17","13.5","0.294","5.44","0.39","9.6","29.4","3","2.4","0.000","10.33","1.00","-5.7","0.0","3","2.4","0.000","4.67","0.67","","0.0","","0.0","","28.00","1.00","","0.0"
"170","Isiah Pacheco","KC","RB","8","2025","126","0.000","0.34","0.13","0.0","17","2","1.6","0.000","","","","0.0","1","0.8","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","2","1.6","0.000","","","12.0","0.0","4","3.2","0.000","","","0.0","","0.0","","","","","0.0","10","7.9","0.000","","","-5.2","0.0","","0.0","","","","","0.0","107","84.9","0.000","0.40","0.16","-2.9","0.0"
"171","Ryan Flournoy","DAL","WR","9","2025","126","0.000","1.57","0.18","7.9","23","8","6.3","-0.125","1.25","0.13","3.4","0.0","8","6.3","0.000","2.75","0.50","7.3","25.0","15","11.9","-0.200","","","11.6","0.0","36","28.6","0.111","1.75","0.25","7.8","11.1","6","4.8","0.000","","0.17","16.7","14.0","8","6.3","0.125","0.63","0.13","12.3","12.5","7","5.6","0.000","","","11.0","0.0","22","17.5","0.000","2.00","0.09","4.5","9","7.1","-0.111","5.11","0.33","2.9","11.1","2","1.6","0.000","","0.50","-1.0","0.0","5","4.0","0.000","1.60","0.20","","0.0","","0.0","","","","","0.0"
"172","Tyrone Tracy","NYG","RB","9","2025","126","0.000","1.09","0.18","0.0","23","","0.0","","","","","0.0","1","0.8","0.000","","","2.0","0.0","1","0.8","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","0.8","0.000","","","0.0","1","0.8","0.000","","","-2.0","0.0","10","7.9","0.000","0.60","0.10","-3.3","0.0","2","1.6","0.000","","","","0.0","110","87.3","0.000","1.20","0.20","-1.5","0.0"
"173","Tory Horton","SEA","WR","8","2025","125","0.080","1.28","0.17","14.4","22","9","7.2","0.111","3.56","0.33","3.0","22.2","12","9.6","0.250","1.42","0.33","12.6","25.0","14","11.2","0.071","0.64","0.07","11.9","21.4","8","6.4","0.000","","0.25","10.5","12.5","5","4.0","0.000","","","0.0","17.0","17","13.6","0.118","1.47","0.12","16.1","17.6","22","17.6","0.000","0.50","0.14","13.6","9.1","29","23.2","0.000","0.48","0.10","10.3","8","6.4","0.375","5.89","0.44","8.4","12.5","","0.0","","","","","0.0","1","0.8","0.000","","","","0.0","","0.0","","","","","0.0"
"174","Breece Hall","NYJ","RB","10","2025","124","0.024","1.81","0.22","1.6","28","2","1.6","0.000","","","","0.0","1","0.8","0.000","5.00","1.00","5.0","0.0","","0.0","","","","","0.0","3","2.4","0.000","2.67","0.33","4.7","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","1.6","0.000","","","0.0","","0.0","","","","","0.0","3","2.4","0.000","0.33","0.33","-4.7","0.0","","0.0","","","","","0.0","113","91.1","0.027","1.86","0.22","-1.7","1.8"
"175","Malik Nabers","NYG","WR","4","2025","123","0.049","2.13","0.25","5.7","32","14","11.4","0.071","1.43","0.21","2.9","7.1","12","9.8","0.083","3.33","0.42","9.7","8.3","8","6.5","0.125","","","9.5","12.5","24","19.5","0.000","2.85","0.31","9.5","4.2","1","0.8","0.000","","","0.0","7.0","12","9.8","0.000","","0.08","10.7","0.0","7","5.7","0.000","1.86","0.29","9.3","0.0","35","28.5","0.114","3.50","0.31","8.6","7","5.7","0.000","","0.14","12.6","0.0","2","1.6","0.000","-0.67","0.33","-2.5","0.0","1","0.8","-1.000","","","","0.0","","0.0","","","","","0.0"
"176","Austin Hooper","NE","TE","10","2025","121","-0.017","1.39","0.12","1.7","15","3","2.5","-0.333","1.67","0.33","2.7","0.0","9","7.4","0.000","","","8.6","0.0","6","5.0","0.000","","","13.2","0.0","9","7.4","0.000","","","7.6","0.0","","0.0","","","","0.0","","20","16.5","-0.150","1.67","0.19","6.7","0.0","2","1.7","0.000","6.00","0.50","8.5","0.0","18","14.9","0.056","2.65","0.15","5.6","22","18.2","0.045","1.36","0.14","7.9","4.5","1","0.8","0.000","24.00","1.00","-3.0","0.0","29","24.0","0.000","0.27","0.03","","0.0","2","1.7","0.000","3.50","0.50","4.5","0.0"
"177","Isaiah Likely","BLT","TE","7","2025","120","0.017","0.98","0.13","4.2","16","11","9.2","0.091","2.73","0.36","3.1","9.1","11","9.2","0.091","1.09","0.18","6.9","9.1","11","9.2","0.000","3.18","0.09","6.9","0.0","20","16.7","0.000","1.90","0.25","6.6","0.0","","0.0","","","","0.0","","8","6.7","0.125","","0.13","10.6","12.5","7","5.8","0.000","","","9.6","0.0","24","20.0","0.000","","","4.2","20","16.7","-0.050","0.15","0.15","6.2","5.0","","0.0","","","","","0.0","8","6.7","0.000","","","","0.0","","0.0","","","","","0.0"
"178","Cam Skattebo","NYG","RB","8","2025","119","0.008","1.70","0.25","0.8","30","2","1.7","0.000","","","3.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","0.8","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","1.7","0.000","","","0.0","","0.0","","","","","0.0","6","5.0","0.000","3.17","0.50","-4.5","0.0","3","2.5","0.000","","0.33","","0.0","105","88.2","0.010","1.74","0.24","-1.8","1.0"
"179","Kimani Vidal","LAC","RB","8","2025","117","0.009","0.43","0.13","0.9","15","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","0.9","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","1.7","0.000","","","0.0","2","1.7","0.000","","","-1.0","0.0","4","3.4","0.000","3.25","0.25","-4.8","0.0","","0.0","","","","","0.0","108","92.3","0.009","0.35","0.13","-3.2","0.9"
"180","Kyle Juszczyk","SF","FB","11","2025","117","-0.009","1.33","0.18","1.7","21","16","13.7","0.000","1.44","0.25","2.4","6.3","7","6.0","-0.286","3.00","0.14","4.4","0.0","5","4.3","0.000","2.40","0.20","6.0","0.0","9","7.7","0.000","","","5.9","0.0","1","0.9","0.000","","","0.0","9.0","8","6.8","0.000","0.63","0.13","9.8","0.0","","0.0","","","","","0.0","11","9.4","0.000","","0.08","0.0","18","15.4","0.000","2.22","0.22","-0.8","0.0","2","1.7","0.000","","","-4.0","0.0","20","17.1","0.000","0.29","0.14","","0.0","20","17.1","0.050","2.52","0.29","1.4","5.0"
"181","Jalen Coker","CAR","WR","5","2025","115","0.000","1.02","0.12","9.6","14","6","5.2","0.000","1.83","0.17","2.7","16.7","27","23.5","0.074","2.00","0.22","6.7","14.8","22","19.1","0.000","0.65","0.04","11.5","9.1","11","9.6","-0.273","0.73","0.18","8.4","0.0","","0.0","","","","0.0","","8","7.0","0.125","","0.13","12.3","12.5","7","6.1","0.000","","","12.1","0.0","12","10.4","0.000","","","0.0","13","11.3","0.000","1.62","0.08","5.7","23.1","1","0.9","0.000","","1.00","-2.0","0.0","8","7.0","0.000","1.13","0.13","","0.0","","0.0","","","","","0.0"
"182","Omarion Hampton","LAC","RB","5","2025","114","0.009","1.16","0.18","0.9","21","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","4","3.5","0.000","6.00","0.50","5.3","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","3","2.6","0.000","","","0.0","3","2.6","0.000","1.33","0.33","3.0","0.0","4","3.5","0.000","3.50","0.50","-8.5","0.0","","0.0","","","","","0.0","100","87.7","0.010","0.92","0.16","-2.6","1.0"
"183","Josh Palmer","BUF","WR","7","2025","114","0.114","2.13","0.21","14.9","25","11","9.6","0.000","1.55","0.36","1.9","18.2","5","4.4","0.200","","","10.8","40.0","18","15.8","0.056","2.37","0.32","10.6","11.1","23","20.2","0.000","0.96","0.17","11.0","0.0","2","1.8","0.000","","","0.0","10.5","12","10.5","0.250","3.08","0.17","13.2","16.7","3","2.6","0.667","15.00","0.33","9.7","66.7","24","21.1","0.083","","0.04","8.3","16","14.0","0.250","4.67","0.39","11.4","31.3","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
