"Player Details","","","","","","Overall","","","","","Wide","","","","","","","Slot","","","","","","","Inline","","","","","","","Backfield","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"311","Harrison Bryant","HST","TE","8","2025","37","6","0.16","11.1","0.19","1","2.7","0.2","0","0.00","0.3","0.00","4","10.8","1.0","0","0.00","1.2","0.00","32","86.5","17.9","6","0.19","9.6","0.22","0","0.0","","0","0.00","","0.00"
"312","Jack Westover","NE","FB","11","2025","36","1","0.03","9.0","","11","30.6","1.5","0","0.00","2.7","0.00","2","5.6","0.4","0","0.00","0.5","0.00","7","19.4","3.4","0","0.00","1.7","0.00","16","44.4","5.0","1","0.06","4.0","0.00"
"313","Josh Oliver","MIN","TE","8","2025","36","7","0.19","12.3","1.61","0","0.0","","0","0.00","","0.00","7","19.4","1.8","1","0.14","2.4","1.29","29","80.6","18.7","6","0.21","9.9","1.69","0","0.0","","0","0.00","","0.00"
"314","Kylen Granson","PHI","TE","10","2025","36","4","0.11","11.2","0.28","2","5.6","0.4","1","0.50","0.6","0.00","10","27.8","2.0","0","0.00","3.1","0.00","22","61.1","17.1","2","0.09","6.8","0.41","2","5.6","1.2","1","0.50","0.6","0.50"
"315","Ben Skowronek","PIT","WR","10","2025","36","3","0.08","10.8","0.97","22","61.1","3.9","2","0.09","6.6","0.59","14","38.9","3.3","1","0.07","4.2","1.57","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"316","David Moore","CAR","WR","4","2025","36","1","0.03","22.0","0.14","26","72.2","8.4","1","0.04","15.9","0.19","10","27.8","3.5","0","0.00","6.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"317","Scott Miller","PIT","WR","7","2025","35","2","0.06","15.8","0.26","26","74.3","6.9","1","0.04","11.8","0.35","9","25.7","3.2","1","0.11","4.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"318","KhaDarel Hodge","ATL","WR","9","2025","35","10","0.29","10.7","0.89","28","80.0","4.7","8","0.29","8.6","0.86","7","20.0","1.6","2","0.29","2.1","1.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"319","Kameron Johnson","TB","WR","10","2025","35","6","0.17","9.2","1.83","18","51.4","2.6","2","0.11","4.7","0.00","17","48.6","2.9","4","0.24","4.5","3.76","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"320","James Conner","ARZ","RB","3","2025","34","9","0.26","32.1","1.12","1","2.9","0.5","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","33","97.1","39.8","9","0.27","31.1","1.15"
"321","Dare Ogunbowale","HST","RB","10","2025","33","6","0.18","8.0","1.09","1","3.0","0.1","1","1.00","0.2","1.00","1","3.0","0.2","0","0.00","0.2","0.00","0","0.0","","0","0.00","","0.00","31","93.9","12.7","5","0.16","7.5","1.13"
"322","Ian Thomas","LV","TE","10","2025","33","6","0.18","9.2","1.61","3","9.1","0.5","1","0.33","0.8","3.33","4","12.1","0.8","1","0.25","1.1","1.00","25","75.8","12.4","4","0.16","7.0","1.56","1","3.0","0.4","0","0.00","0.3","0.00"
"323","Foster Moreau","NO","TE","6","2025","33","5","0.15","15.2","0.76","1","3.0","0.3","0","0.00","0.5","0.00","6","18.2","1.7","0","0.00","2.8","0.00","26","78.8","32.9","5","0.19","12.0","0.96","0","0.0","","0","0.00","","0.00"
"324","Brevyn Spann-Ford","DAL","TE","10","2025","32","5","0.16","7.9","0.56","1","3.1","0.1","0","0.00","0.2","0.00","9","28.1","1.6","4","0.44","2.2","1.56","21","65.6","11.0","1","0.05","5.2","0.19","1","3.1","0.4","0","0.00","0.2","0.00"
"325","Chris Brooks","GB","RB","10","2025","32","9","0.28","9.3","1.69","1","3.1","0.2","0","0.00","0.3","0.00","1","3.1","0.2","0","0.00","0.3","0.00","3","9.4","1.3","1","0.33","0.9","3.33","27","84.4","11.8","8","0.30","7.8","1.63"
"326","KeAndre Lambert-Smith","LAC","WR","6","2025","32","4","0.13","13.6","0.03","30","93.8","7.0","4","0.13","12.8","0.03","2","6.3","0.6","0","0.00","0.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"327","Mason Kinsey","TEN","WR","4","2025","32","3","0.09","21.2","0.44","16","50.0","5.9","0","0.00","10.6","0.00","16","50.0","7.6","3","0.19","10.6","0.88","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"328","Sean Tucker","TB","RB","10","2025","32","8","0.25","8.4","0.94","6","18.8","0.9","0","0.00","1.6","0.00","1","3.1","0.2","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","25","78.1","10.5","8","0.32","6.6","1.20"
"329","Tip Reiman","ARZ","TE","4","2025","32","5","0.16","19.4","0.56","3","9.4","1.1","0","0.00","1.8","0.00","3","9.4","1.3","0","0.00","1.8","0.00","25","78.1","29.8","5","0.20","15.2","0.72","1","3.1","0.8","0","0.00","0.6","0.00"
"330","Justin Watson","HST","WR","2","2025","31","4","0.13","48.4","0.97","7","22.6","5.9","0","0.00","10.9","0.00","24","77.4","29.3","4","0.17","37.5","1.25","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"331","Hunter Luepke","DAL","FB","10","2025","30","8","0.27","7.4","1.87","4","13.3","0.5","1","0.25","1.0","0.75","1","3.3","0.2","0","0.00","0.2","0.00","1","3.3","0.5","0","0.00","0.2","0.00","24","80.0","9.1","7","0.29","5.9","2.21"
"332","Blake Whiteheart","CLV","TE","9","2025","29","3","0.10","7.8","0.14","5","17.2","0.8","0","0.00","1.3","0.00","10","34.5","2.1","0","0.00","2.7","0.00","14","48.3","5.7","3","0.21","3.8","0.29","0","0.0","","0","0.00","","0.00"
"333","Will Shipley","PHI","RB","8","2025","27","4","0.15","10.4","1.04","0","0.0","","0","0.00","","0.00","2","7.4","0.5","0","0.00","0.8","0.00","0","0.0","","0","0.00","","0.00","25","92.6","16.6","4","0.16","9.6","1.12"
"334","Payne Durham","TB","TE","10","2025","27","2","0.07","7.1","","3","11.1","0.4","0","0.00","0.8","0.00","5","18.5","0.9","1","0.20","1.3","0.00","18","66.7","16.4","1","0.06","4.7","0.00","1","3.7","0.4","0","0.00","0.3","0.00"
"335","Lucas Krull","DEN","TE","3","2025","26","4","0.15","24.3","0.58","3","11.5","1.7","0","0.00","2.8","0.00","10","38.5","8.1","2","0.20","9.3","0.90","13","50.0","27.7","2","0.15","12.1","0.46","0","0.0","","0","0.00","","0.00"
"336","Treylon Burks","WAS","WR","2","2025","26","4","0.15","42.6","2.77","22","84.6","21.4","4","0.18","36.1","3.27","4","15.4","4.6","0","0.00","6.6","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"337","Jack Stoll","NO","TE","9","2025","26","6","0.23","7.3","1.08","1","3.8","0.2","0","0.00","0.3","0.00","5","19.2","0.9","1","0.20","1.4","2.60","14","53.8","12.3","4","0.29","3.9","1.07","6","23.1","2.7","1","0.17","1.7","0.00"
"338","Cody White","SEA","WR","4","2025","26","2","0.08","24.3","2.31","15","57.7","7.7","1","0.07","14.0","4.00","11","42.3","10.1","1","0.09","10.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"339","Quintin Morris","JAX","TE","6","2025","25","2","0.08","11.6","0.44","6","24.0","1.6","0","0.00","2.8","0.00","5","20.0","1.8","0","0.00","2.3","0.00","14","56.0","14.1","2","0.14","6.5","0.79","0","0.0","","0","0.00","","0.00"
"340","Malachi Corley","CLV","WR","6","2025","25","5","0.20","10.8","1.04","11","44.0","2.7","2","0.18","4.8","1.73","13","52.0","4.3","3","0.23","5.6","0.54","1","4.0","0.7","0","0.00","0.4","0.00","0","0.0","","0","0.00","","0.00"
"341","Isaiah Hodgins","NYG","WR","1","2025","24","6","0.25","77.4","2.38","21","87.5","37.5","6","0.29","67.7","2.71","3","12.5","7.0","0","0.00","9.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"342","Austin Trammell","JAX","WR","3","2025","24","5","0.21","25.3","1.92","12","50.0","7.1","1","0.08","12.6","0.00","12","50.0","9.8","4","0.33","12.6","3.83","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"343","Kendre Miller","NO","RB","7","2025","24","5","0.21","9.0","1.25","1","4.2","0.2","0","0.00","0.4","0.00","2","8.3","0.5","1","0.50","0.7","1.00","0","0.0","","0","0.00","","0.00","21","87.5","12.4","4","0.19","7.8","1.33"
"344","Anthony Gould","IND","WR","8","2025","24","1","0.04","8.9","0.13","3","12.5","0.6","0","0.00","1.1","0.00","21","87.5","6.1","1","0.05","7.8","0.14","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"345","Albert Okwuegbunam","LV","TE","1","2025","23","6","0.26","56.1","1.57","0","0.0","","0","0.00","","0.00","11","47.8","17.5","4","0.36","26.8","1.36","12","52.2","54.5","2","0.17","29.3","1.75","0","0.0","","0","0.00","","0.00"
"346","Miles Sanders","DAL","RB","4","2025","23","8","0.35","12.8","1.30","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","23","100.0","19.0","8","0.35","12.8","1.30"
"347","Robert Tonyan","KC","TE","10","2025","23","1","0.04","5.5","0.04","3","13.0","0.4","0","0.00","0.7","0.00","6","26.1","1.0","0","0.00","1.4","0.00","14","60.9","8.4","1","0.07","3.4","0.07","0","0.0","","0","0.00","","0.00"
"348","Ray Davis","BUF","RB","10","2025","22","7","0.32","6.3","0.82","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","22","100.0","8.9","7","0.32","6.3","0.82"
"349","Zamir White","LV","RB","3","2025","22","5","0.23","18.2","0.86","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","22","100.0","27.2","5","0.23","18.2","0.86"
"350","Gunner Olszewski","NYG","WR","11","2025","22","3","0.14","5.3","1.09","16","72.7","2.2","2","0.13","3.8","0.00","6","27.3","1.0","1","0.17","1.4","4.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"351","Simi Fehoko","ARZ","WR","7","2025","21","0","","6.7","","17","81.0","3.1","0","0.00","5.4","0.00","4","19.0","0.8","0","0.00","1.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"352","Ryan Miller","TB","WR","10","2025","21","4","0.19","5.5","1.62","16","76.2","2.3","3","0.19","4.2","1.25","5","23.8","0.9","1","0.20","1.3","2.80","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"353","Darius Cooper","PHI","WR","6","2025","20","0","","11.0","","11","55.0","3.4","0","0.00","6.0","0.00","9","45.0","3.2","0","0.00","4.9","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"354","Cade Stover","HST","TE","2","2025","19","4","0.21","23.5","1.16","2","10.5","1.3","0","0.00","2.5","0.00","1","5.3","1.0","0","0.00","1.2","0.00","16","84.2","32.7","4","0.25","19.8","1.38","0","0.0","","0","0.00","","0.00"
"355","Eric Saubert","SEA","TE","7","2025","19","1","0.05","9.1","0.63","0","0.0","","0","0.00","","0.00","1","5.3","0.5","0","0.00","0.5","0.00","18","94.7","9.4","1","0.06","8.6","0.67","0","0.0","","0","0.00","","0.00"
"356","Taysom Hill","NO","TE","6","2025","19","4","0.21","8.8","0.95","4","21.1","1.0","0","0.00","1.8","0.00","6","31.6","1.7","0","0.00","2.8","0.00","6","31.6","7.6","3","0.50","2.8","3.00","3","15.8","2.1","1","0.33","1.4","0.00"
"357","Ameer Abdullah","IND","RB","6","2025","19","5","0.26","8.2","1.58","0","0.0","","0","0.00","","0.00","2","10.5","0.6","1","0.50","0.9","1.50","0","0.0","","0","0.00","","0.00","17","89.5","11.2","4","0.24","7.4","1.59"
"358","Devontez Walker","BLT","WR","5","2025","19","3","0.16","11.7","3.16","15","78.9","5.1","3","0.20","9.2","4.00","4","21.1","1.7","0","0.00","2.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"359","Russell Gage","SF","WR","1","2025","19","0","","48.7","","9","47.4","14.3","0","0.00","23.1","0.00","10","52.6","24.4","0","0.00","25.6","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"360","C.J. Ham","MIN","FB","4","2025","18","1","0.06","10.8","0.28","0","0.0","","0","0.00","","0.00","1","5.6","0.5","0","0.00","0.6","0.00","1","5.6","1.3","0","0.00","0.6","0.00","16","88.9","14.4","1","0.06","9.6","0.31"
"361","Derius Davis","LAC","WR","8","2025","18","2","0.11","5.4","0.17","6","33.3","1.0","2","0.33","1.8","0.50","11","61.1","2.4","0","0.00","3.3","0.00","0","0.0","","0","0.00","","0.00","1","5.6","0.5","0","0.00","0.3","0.00"
"362","Cedrick Wilson","MIA","WR","4","2025","18","2","0.11","15.7","0.50","15","83.3","8.2","1","0.07","13.0","0.47","1","5.6","0.7","0","0.00","0.9","0.00","1","5.6","2.2","1","1.00","0.9","2.00","1","5.6","1.5","0","0.00","0.9","0.00"
"363","Adam Prentice","DEN","FB","11","2025","17","4","0.24","4.1","1.82","3","17.6","0.4","0","0.00","0.7","0.00","1","5.9","0.2","1","1.00","0.2","13.00","1","5.9","0.5","1","1.00","0.2","0.00","12","70.6","4.8","2","0.17","2.9","1.50"
"364","Mason Tipton","NO","WR","8","2025","17","2","0.12","5.7","","15","88.2","2.9","2","0.13","5.1","0.00","2","11.8","0.4","0","0.00","0.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"365","Braelon Allen","NYJ","RB","4","2025","16","3","0.19","11.6","1.06","0","0.0","","0","0.00","","0.00","1","6.3","0.5","0","0.00","0.7","0.00","0","0.0","","0","0.00","","0.00","15","93.8","17.9","3","0.20","10.9","1.13"
"366","Tyler Goodson","IND","RB","5","2025","16","3","0.19","8.3","0.50","1","6.3","0.3","0","0.00","0.5","0.00","2","12.5","0.7","0","0.00","1.0","0.00","0","0.0","","0","0.00","","0.00","13","81.3","10.2","3","0.23","6.8","0.62"
"367","Bo Melton","GB","WR","2","2025","16","5","0.31","22.5","1.75","7","43.8","5.5","2","0.29","9.9","2.57","9","56.3","9.5","3","0.33","12.7","1.11","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"368","Jake Bobo","SEA","WR","6","2025","16","2","0.13","8.7","1.25","6","37.5","1.9","0","0.00","3.3","0.00","10","62.5","6.0","2","0.20","5.4","2.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"369","Najee Harris","LAC","RB","3","2025","15","3","0.20","11.9","1.67","1","6.7","0.4","0","0.00","0.8","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","14","93.3","17.1","3","0.21","11.1","1.79"
"370","Robbie Ouzts","SEA","FB","6","2025","15","0","","9.2","","4","26.7","1.4","0","0.00","2.5","0.00","2","13.3","1.3","0","0.00","1.2","0.00","6","40.0","3.9","0","0.00","3.7","0.00","3","20.0","3.4","0","0.00","1.8","0.00"
"371","Keaton Mitchell","BLT","RB","6","2025","15","5","0.33","8.5","2.33","1","6.7","0.3","0","0.00","0.6","0.00","2","13.3","0.8","0","0.00","1.1","0.00","2","13.3","3.3","0","0.00","1.1","0.00","10","66.7","7.9","5","0.50","5.6","3.50"
"372","AJ Dillon","PHI","RB","6","2025","15","2","0.13","7.2","1.20","0","0.0","","0","0.00","","0.00","1","6.7","0.3","0","0.00","0.5","0.00","0","0.0","","0","0.00","","0.00","14","93.3","13.9","2","0.14","6.7","1.29"
"373","Jared Wayne","HST","WR","1","2025","14","2","0.14","33.3","1.43","11","78.6","13.8","2","0.18","26.2","1.82","3","21.4","7.0","0","0.00","7.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"374","Gabe Davis","BUF","WR","1","2025","14","4","0.29","43.8","2.86","12","85.7","22.6","3","0.25","37.5","2.42","2","14.3","4.7","1","0.50","6.3","5.50","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"375","Antonio Gibson","NE","RB","5","2025","14","3","0.21","7.4","0.43","2","14.3","0.6","0","0.00","1.1","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","12","85.7","7.9","3","0.25","6.4","0.50"
"376","Jayden Reed","GB","WR","2","2025","14","5","0.36","24.6","3.21","2","14.3","2.2","0","0.00","3.5","0.00","11","78.6","18.0","4","0.36","19.3","3.91","0","0.0","","0","0.00","","0.00","1","7.1","2.8","1","1.00","1.8","2.00"
"377","Tahj Washington","MIA","WR","4","2025","14","2","0.14","11.0","0.79","7","50.0","3.5","1","0.14","5.5","1.57","7","50.0","4.0","1","0.14","5.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"378","Dylan Laube","LV","RB","10","2025","14","4","0.29","3.9","1.29","1","7.1","0.2","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","13","92.9","5.3","4","0.31","3.6","1.38"
"379","Scott Matlock","LAC","FB","10","2025","14","2","0.14","3.4","0.21","3","21.4","0.4","0","0.00","0.7","0.00","2","14.3","0.3","0","0.00","0.5","0.00","7","50.0","4.2","1","0.14","1.7","0.14","2","14.3","0.8","1","0.50","0.5","1.00"
"380","Andrew Beck","NYJ","FB","10","2025","13","4","0.31","3.7","1.23","0","0.0","","0","0.00","","0.00","3","23.1","0.6","1","0.33","0.9","2.00","4","30.8","2.1","2","0.50","1.1","2.25","6","46.2","2.6","1","0.17","1.7","0.17"
"381","Reggie Gilliam","BUF","FB","10","2025","13","0","","3.7","","5","38.5","0.8","0","0.00","1.4","0.00","3","23.1","0.6","0","0.00","0.9","0.00","3","23.1","2.1","0","0.00","0.9","0.00","2","15.4","0.8","0","0.00","0.6","0.00"
"382","Trevor Etienne","CAR","RB","11","2025","13","2","0.15","3.3","0.69","2","15.4","0.3","0","0.00","0.5","0.00","8","61.5","1.3","2","0.25","2.0","1.13","0","0.0","","0","0.00","","0.00","3","23.1","1.3","0","0.00","0.8","0.00"
"383","Tank Bigsby","PHI, JAX","RB","9","2025","13","1","0.08","4.4","-0.08","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","13","100.0","7.9","1","0.08","4.4","-0.08"
"384","Andre Baccellia","ARZ","WR","1","2025","12","1","0.08","21.1","0.42","11","91.7","11.0","1","0.09","19.3","0.45","1","8.3","1.0","0","0.00","1.8","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"385","Tay Martin","WAS","WR","3","2025","12","2","0.17","12.4","1.92","11","91.7","6.6","2","0.18","11.3","2.09","1","8.3","0.7","0","0.00","1.0","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"386","Julius Chestnut","TEN","RB","10","2025","12","2","0.17","3.1","","2","16.7","0.3","0","0.00","0.5","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","10","83.3","3.9","1","0.10","2.6","0.00"
"387","Josiah Deguara","ARZ","TE","5","2025","12","0","","5.4","","1","8.3","0.2","0","0.00","0.4","0.00","2","16.7","0.6","0","0.00","0.9","0.00","9","75.0","8.8","0","0.00","4.0","0.00","0","0.0","","0","0.00","","0.00"
"388","Ben Yurosek","MIN","TE","8","2025","12","2","0.17","4.4","0.42","0","0.0","","0","0.00","","0.00","1","8.3","0.3","0","0.00","0.4","0.00","11","91.7","7.8","2","0.18","4.0","0.45","0","0.0","","0","0.00","","0.00"
"389","Jordan Watkins","SF","WR","3","2025","12","3","0.25","11.7","2.17","7","58.3","3.9","1","0.14","6.8","2.71","5","41.7","3.7","2","0.40","4.9","1.40","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"390","Patrick Ricard","BLT","FB","4","2025","11","0","","9.5","","0","0.0","","0","0.00","","0.00","1","9.1","0.7","0","0.00","0.9","0.00","2","18.2","4.2","0","0.00","1.7","0.00","8","72.7","10.1","0","0.00","6.9","0.00"
"391","D'Ernest Johnson","ARZ, NE","RB","3","2025","11","0","","9.2","","3","27.3","1.4","0","0.00","2.5","0.00","2","18.2","1.2","0","0.00","1.7","0.00","0","0.0","","0","0.00","","0.00","6","54.5","6.7","0","0.00","5.0","0.00"
"392","Rasheen Ali","BLT","RB","9","2025","11","1","0.09","4.0","1.36","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","11","100.0","5.8","1","0.09","4.0","1.36"
"393","Thomas Fidone","NYG","TE","2","2025","11","0","","14.5","","1","9.1","0.7","0","0.00","1.3","0.00","7","63.6","5.5","0","0.00","9.2","0.00","3","27.3","12.0","0","0.00","3.9","0.00","0","0.0","","0","0.00","","0.00"
"394","Colson Yankoff","WAS","TE","9","2025","11","1","0.09","3.6","0.36","1","9.1","0.2","0","0.00","0.3","0.00","5","45.5","1.1","0","0.00","1.6","0.00","4","36.4","2.9","0","0.00","1.3","0.00","1","9.1","0.6","1","1.00","0.3","4.00"
"395","Josh Whyle","GB","TE","2","2025","10","1","0.10","14.1","0.20","0","0.0","","0","0.00","","0.00","2","20.0","2.1","1","0.50","2.8","1.00","7","70.0","17.5","0","0.00","9.9","0.00","1","10.0","2.0","0","0.00","1.4","0.00"
"396","Jason Brownlee","KC","WR","5","2025","10","1","0.10","4.8","","10","100.0","2.8","1","0.10","4.8","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"397","James Mitchell","CAR","TE","3","2025","10","3","0.30","10.1","2.80","0","0.0","","0","0.00","","0.00","6","60.0","3.9","2","0.33","6.1","3.17","4","40.0","7.7","1","0.25","4.0","2.25","0","0.0","","0","0.00","","0.00"
"398","Devin Duvernay","CHI","WR","10","2025","10","3","0.30","2.7","0.20","3","30.0","0.5","1","0.33","0.8","0.00","6","60.0","1.2","2","0.33","1.6","0.33","1","10.0","0.5","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00"
"399","Alex Bachman","LV","WR","8","2025","9","2","0.22","3.2","1.00","4","44.4","0.8","1","0.25","1.4","0.00","5","55.6","1.3","1","0.20","1.8","1.80","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"400","Zaire Mitchell-Paden","BLT, NO","TE","7","2025","9","3","0.33","4.0","1.89","0","0.0","","0","0.00","","0.00","2","22.2","0.6","1","0.50","0.9","7.00","1","11.1","1.2","0","0.00","0.4","0.00","6","66.7","3.8","2","0.33","2.7","0.50"
"401","Chris Manhertz","NYG","TE","11","2025","9","1","0.11","2.2","0.78","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","9","100.0","6.5","1","0.11","2.2","0.78","0","0.0","","0","0.00","","0.00"
"402","Dareke Young","SEA","WR","6","2025","9","2","0.22","4.9","5.33","9","100.0","2.9","2","0.22","4.9","5.33","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"403","David Martin-Robinson","TEN","TE","8","2025","9","1","0.11","2.8","0.11","2","22.2","0.4","0","0.00","0.6","0.00","1","11.1","0.2","0","0.00","0.3","0.00","6","66.7","3.9","1","0.17","1.9","0.17","0","0.0","","0","0.00","","0.00"
"404","Trayveon Williams","LAC","RB","2","2025","9","1","0.11","12.5","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","9","100.0","22.0","1","0.11","12.5","0.00"
"405","Jaylen Wright","MIA","RB","4","2025","9","1","0.11","8.3","","1","11.1","0.6","0","0.00","0.9","0.00","4","44.4","3.1","1","0.25","3.7","0.00","0","0.0","","0","0.00","","0.00","4","44.4","6.8","0","0.00","3.7","0.00"
"406","James Proche","TEN","WR","2","2025","9","0","","13.0","","3","33.3","2.4","0","0.00","4.3","0.00","6","66.7","5.8","0","0.00","8.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"407","Tim Jones","MIN, JAX","WR","4","2025","9","1","0.11","7.2","1.67","6","66.7","2.7","1","0.17","4.8","2.50","3","33.3","1.9","0","0.00","2.4","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"408","Brittain Brown","CHI","RB","1","2025","9","1","0.11","20.5","","2","22.2","2.6","0","0.00","4.5","0.00","0","0.0","","0","0.00","","0.00","1","11.1","4.5","0","0.00","2.3","0.00","6","66.7","17.6","1","0.17","13.6","0.00"
"409","Tahj Brooks","CIN","RB","8","2025","8","0","","2.6","","1","12.5","0.2","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","7","87.5","3.1","0","0.00","2.2","0.00"
"410","Devin Culp","TB","TE","7","2025","8","0","","3.0","","5","62.5","1.0","0","0.00","1.9","0.00","0","0.0","","0","0.00","","0.00","3","37.5","3.8","0","0.00","1.1","0.00","0","0.0","","0","0.00","","0.00"
"411","Bryce Oliver","TEN","WR","2","2025","8","1","0.13","10.7","1.00","7","87.5","5.4","1","0.14","9.3","1.14","1","12.5","0.9","0","0.00","1.3","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00"
"412","Connor Heyward","PIT","TE","10","2025","8","3","0.38","2.4","2.25","3","37.5","0.5","0","0.00","0.9","0.00","1","12.5","0.2","1","1.00","0.3","6.00","1","12.5","0.5","1","1.00","0.3","12.00","3","37.5","1.4","1","0.33","0.9","0.00"
"413","DJ Giddens","IND","RB","7","2025","8","2","0.25","3.4","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","8","100.0","5.0","2","0.25","3.4","0.00"
"414","DeeJay Dallas","CAR","RB","2","2025","8","0","","13.1","","1","12.5","1.0","0","0.00","1.6","0.00","2","25.0","2.1","0","0.00","3.3","0.00","0","0.0","","0","0.00","","0.00","5","62.5","17.9","0","0.00","8.2","0.00"
"415","Kaleb Johnson","PIT","RB","7","2025","8","2","0.25","3.4","1.13","0","0.0","","0","0.00","","0.00","1","12.5","0.3","0","0.00","0.4","0.00","0","0.0","","0","0.00","","0.00","7","87.5","4.6","2","0.29","3.0","1.29"
"416","George Holani","SEA","RB","10","2025","7","2","0.29","2.4","2.14","0","0.0","","0","0.00","","0.00","1","14.3","0.4","0","0.00","0.3","0.00","0","0.0","","0","0.00","","0.00","6","85.7","3.5","2","0.33","2.1","2.50"
"417","Ross Dwelley","DET","TE","7","2025","7","1","0.14","3.1","","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","7","100.0","6.7","1","0.14","3.1","0.00","0","0.0","","0","0.00","","0.00"
"418","Jaydon Blue","DAL","RB","4","2025","7","1","0.14","4.9","0.71","1","14.3","0.4","0","0.00","0.7","0.00","0","0.0","","0","0.00","","0.00","0","0.0","","0","0.00","","0.00","6","85.7","7.0","1","0.17","4.2","0.83"
