"Player Details","","","","","","Overall","","","","","Horizontally Breaking","","","","","","Vertically Breaking","","","","","","Static","","","","","","Shallow/Underneath","","","","","","Backfield","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","TPRR","YPRR","WIN RATE","RTE","RTE %","SEP SCORE","TPRR","YPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE"
"373","Jared Wayne","HST","WR","1","2025","14","0.071","1.43","0.14","14.3","7","50.0","0.286","0.43","0.14","28.6","6","42.9","-0.167","0.17","2.83","0.0","","0.0","","","","0.0","1","7.1","0.000","","","0.0","","0.0","","","","0.0"
"374","Jayden Reed","GB","WR","2","2025","14","-0.071","3.21","0.36","0.0","4","28.6","0.000","","","0.0","7","50.0","-0.143","0.57","6.14","0.0","1","7.1","0.000","","","0.0","1","7.1","0.000","","","0.0","1","7.1","0.000","2.00","1.00","0.0"
"375","Tahj Washington","MIA","WR","4","2025","14","-0.143","0.79","0.14","0.0","3","21.4","-0.667","","","0.0","7","50.0","0.000","0.14","","0.0","2","14.3","0.000","0.50","5.50","0.0","2","14.3","0.000","","","0.0","","0.0","","","","0.0"
"376","Dylan Laube","LV","RB","10","2025","14","0.000","1.29","0.29","0.0","1","7.1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","13","92.9","0.000","1.38","0.31","0.0"
"377","Scott Matlock","LAC","FB","10","2025","14","0.071","0.21","0.14","7.1","2","14.3","0.000","","","0.0","","0.0","","","","0.0","1","7.1","0.000","","","0.0","9","64.3","0.000","0.11","0.11","0.0","2","14.3","0.500","1.00","0.50","50.0"
"378","Gabe Davis","BUF","WR","1","2025","13","0.077","2.86","0.29","15.4","6","46.2","0.167","4.83","0.50","33.3","3","23.1","0.000","","","0.0","2","15.4","0.000","","","0.0","2","15.4","0.000","5.50","0.50","0.0","","0.0","","","","0.0"
"379","Antonio Gibson","NE","RB","5","2025","13","0.000","0.43","0.21","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","7.7","0.000","","","0.0","1","7.7","0.000","","","0.0","11","84.6","0.000","0.50","0.25","0.0"
"380","Trevor Etienne","CAR","RB","11","2025","13","0.000","0.69","0.15","0.0","1","7.7","0.000","","","0.0","1","7.7","0.000","","","0.0","1","7.7","0.000","1.00","7.00","0.0","7","53.8","0.000","0.29","0.14","0.0","3","23.1","0.000","","","0.0"
"381","Tank Bigsby","PHI, JAX","RB","9","2025","13","0.000","-0.08","0.08","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","13","100.0","0.000","-0.08","0.08","0.0"
"382","Andre Baccellia","ARZ","WR","1","2025","12","0.000","0.42","0.08","8.3","3","25.0","0.000","1.67","0.33","0.0","5","41.7","-0.200","","","0.0","4","33.3","0.250","","","25.0","","0.0","","","","0.0","","0.0","","","","0.0"
"383","Andrew Beck","NYJ","FB","10","2025","12","0.000","1.23","0.31","0.0","","0.0","","","","0.0","2","16.7","0.000","","","0.0","2","16.7","0.000","0.50","4.50","0.0","3","25.0","0.000","2.00","0.67","0.0","5","41.7","0.000","0.17","0.17","0.0"
"384","Tay Martin","WAS","WR","3","2025","12","0.000","1.92","0.17","8.3","2","16.7","0.000","","","0.0","5","41.7","0.000","","","0.0","5","41.7","0.000","0.40","4.60","20.0","","0.0","","","","0.0","","0.0","","","","0.0"
"385","Josiah Deguara","ARZ","TE","5","2025","12","0.000","","","8.3","4","33.3","0.250","","","25.0","2","16.7","0.000","","","0.0","1","8.3","-1.000","","","0.0","5","41.7","0.000","","","0.0","","0.0","","","","0.0"
"386","Reggie Gilliam","BUF","FB","10","2025","12","0.000","","","0.0","","0.0","","","","0.0","5","41.7","0.000","","","0.0","1","8.3","0.000","","","0.0","5","41.7","0.000","","","0.0","1","8.3","0.000","","","0.0"
"387","Patrick Ricard","BLT","FB","4","2025","11","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","27.3","0.000","","","0.0","8","72.7","0.000","","","0.0"
"388","D'Ernest Johnson","ARZ, NE","RB","3","2025","11","-0.091","","","0.0","1","9.1","0.000","","","0.0","2","18.2","-0.500","","","0.0","1","9.1","0.000","","","0.0","1","9.1","0.000","","","0.0","6","54.5","0.000","","","0.0"
"389","Julius Chestnut","TEN","RB","10","2025","11","0.000","","0.17","0.0","","0.0","","","","0.0","1","9.1","0.000","","","0.0","1","9.1","0.000","","","0.0","","0.0","","","","0.0","9","81.8","0.000","","0.10","0.0"
"390","Rasheen Ali","BLT","RB","9","2025","11","0.000","1.36","0.09","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","11","100.0","0.000","1.36","0.09","0.0"
"391","Thomas Fidone","NYG","TE","2","2025","11","-0.091","","","0.0","4","36.4","-0.250","","","0.0","4","36.4","0.000","","","0.0","1","9.1","0.000","","","0.0","2","18.2","0.000","","","0.0","","0.0","","","","0.0"
"392","Ben Yurosek","MIN","TE","8","2025","11","0.000","0.42","0.17","0.0","1","9.1","0.000","","","0.0","1","9.1","0.000","","","0.0","5","45.5","0.000","0.17","","0.0","4","36.4","0.000","1.25","0.25","0.0","","0.0","","","","0.0"
"393","Colson Yankoff","WAS","TE","9","2025","11","0.000","0.36","0.09","0.0","1","9.1","0.000","","","0.0","7","63.6","0.000","","","0.0","","0.0","","","","0.0","2","18.2","0.000","","","0.0","1","9.1","0.000","4.00","1.00","0.0"
"394","James Mitchell","CAR","TE","3","2025","10","0.000","2.80","0.30","0.0","2","20.0","0.000","","","0.0","2","20.0","0.000","","","0.0","2","20.0","0.000","0.50","4.00","0.0","4","40.0","0.000","5.00","0.50","0.0","","0.0","","","","0.0"
"395","Devin Duvernay","CHI","WR","10","2025","10","-0.100","0.20","0.30","10.0","3","30.0","-0.333","","0.33","0.0","3","30.0","0.333","0.33","","33.3","3","30.0","-0.333","0.33","0.67","0.0","1","10.0","0.000","","","0.0","","0.0","","","","0.0"
"396","Jordan Watkins","SF","WR","3","2025","10","-0.100","2.17","0.25","10.0","2","20.0","0.500","1.75","0.25","50.0","7","70.0","-0.286","0.29","2.71","0.0","1","10.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"397","Zaire Mitchell-Paden","NO, BLT","TE","7","2025","9","0.111","1.89","0.33","11.1","1","11.1","0.000","","","0.0","","0.0","","","","0.0","1","11.1","0.000","1.00","14.00","0.0","1","11.1","0.000","","","0.0","6","66.7","0.167","0.50","0.33","16.7"
"398","Alex Bachman","LV","WR","8","2025","9","-0.222","1.00","0.22","0.0","4","44.4","-0.250","2.25","0.50","0.0","4","44.4","-0.250","","","0.0","1","11.1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"399","Chris Manhertz","NYG","TE","11","2025","9","-0.111","0.78","0.11","0.0","2","22.2","-0.500","","","0.0","2","22.2","0.000","","","0.0","","0.0","","","","0.0","5","55.6","0.000","1.40","0.20","0.0","","0.0","","","","0.0"
"400","David Martin-Robinson","TEN","TE","8","2025","9","0.111","0.11","0.11","11.1","3","33.3","0.333","0.33","0.33","33.3","2","22.2","0.000","","","0.0","","0.0","","","","0.0","4","44.4","0.000","","","0.0","","0.0","","","","0.0"
"401","Trayveon Williams","LAC","RB","2","2025","9","0.000","","0.11","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","9","100.0","0.000","","0.11","0.0"
"402","Josh Whyle","GB","TE","2","2025","9","0.000","0.20","0.10","0.0","2","22.2","0.000","","","0.0","2","22.2","0.000","","","0.0","1","11.1","0.000","","","0.0","3","33.3","0.000","0.50","0.25","0.0","1","11.1","0.000","","","0.0"
"403","Jason Brownlee","KC","WR","5","2025","9","0.000","","0.10","0.0","1","11.1","0.000","","","0.0","5","55.6","0.000","0.20","","0.0","3","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"404","Jaylen Wright","MIA","RB","4","2025","9","0.000","","0.11","0.0","2","22.2","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","33.3","0.000","","0.33","0.0","4","44.4","0.000","","","0.0"
"405","James Proche","TEN","WR","2","2025","9","-0.111","","","0.0","2","22.2","0.000","","","0.0","4","44.4","-0.250","","","0.0","2","22.2","0.000","","","0.0","1","11.1","0.000","","","0.0","","0.0","","","","0.0"
"406","Tim Jones","MIN, JAX","WR","4","2025","9","0.000","1.67","0.11","0.0","3","33.3","0.000","","","0.0","1","11.1","0.000","","","0.0","3","33.3","0.000","","","0.0","2","22.2","0.000","7.50","0.50","0.0","","0.0","","","","0.0"
"407","Dareke Young","SEA","WR","6","2025","8","0.000","5.33","0.22","12.5","3","37.5","0.333","3.00","0.25","33.3","4","50.0","-0.250","0.25","9.00","0.0","1","12.5","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"408","Tahj Brooks","CIN","RB","8","2025","8","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","12.5","0.000","","","0.0","","0.0","","","","0.0","7","87.5","0.000","","","0.0"
"409","Devin Culp","TB","TE","7","2025","8","0.000","","","0.0","","0.0","","","","0.0","4","50.0","0.000","","","0.0","2","25.0","0.000","","","0.0","2","25.0","0.000","","","0.0","","0.0","","","","0.0"
"410","Bryce Oliver","TEN","WR","2","2025","8","0.000","1.00","0.13","12.5","5","62.5","0.200","1.60","0.20","20.0","2","25.0","-0.500","","","0.0","","0.0","","","","0.0","1","12.5","0.000","","","0.0","","0.0","","","","0.0"
"411","Connor Heyward","PIT","TE","10","2025","8","0.125","2.25","0.38","12.5","1","12.5","0.000","6.00","1.00","0.0","3","37.5","0.000","0.33","4.00","0.0","1","12.5","0.000","","","0.0","","0.0","","","","0.0","3","37.5","0.333","","0.33","33.3"
"412","DJ Giddens","IND","RB","7","2025","8","0.000","","0.25","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","8","100.0","0.000","","0.25","0.0"
"413","DeeJay Dallas","CAR","RB","2","2025","8","0.000","","","0.0","1","12.5","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","25.0","0.000","","","0.0","5","62.5","0.000","","","0.0"
"414","Kaleb Johnson","PIT","RB","7","2025","8","0.000","1.13","0.25","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","12.5","0.000","","","0.0","7","87.5","0.000","1.29","0.29","0.0"
"415","Ross Dwelley","DET","TE","7","2025","7","0.286","","0.14","14.3","2","28.6","0.000","","","0.0","2","28.6","1.000","","","50.0","","0.0","","","","0.0","3","42.9","0.000","","0.33","0.0","","0.0","","","","0.0"
"416","George Holani","SEA","RB","10","2025","7","-0.286","2.14","0.29","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","14.3","-2.000","","","0.0","6","85.7","0.000","2.50","0.33","0.0"
"417","Jaydon Blue","DAL","RB","4","2025","7","0.000","0.71","0.14","0.0","1","14.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","6","85.7","0.000","0.83","0.17","0.0"
"418","LaJohntay Wester","BLT","WR","9","2025","7","0.000","","","0.0","","0.0","","","","0.0","6","85.7","0.000","","","0.0","1","14.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"419","Brittain Brown","CHI","RB","1","2025","7","0.000","","0.11","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","28.6","0.000","","","0.0","","0.0","","","","0.0","5","71.4","0.000","","0.17","0.0"
"420","Malik Davis","DAL","RB","4","2025","6","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","6","100.0","0.000","","","0.0"
"421","Tai Felton","MIN","WR","8","2025","6","-0.167","1.50","0.17","0.0","4","66.7","-0.250","2.25","0.25","0.0","","0.0","","","","0.0","2","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"422","Michael Bandy","DEN","WR","2","2025","6","0.000","2.29","0.14","16.7","4","66.7","0.000","3.20","0.20","25.0","1","16.7","0.000","","","0.0","1","16.7","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"423","Efton Chism","NE","WR","5","2025","6","0.000","","","0.0","2","33.3","0.000","","","0.0","4","66.7","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"424","Dameon Pierce","HST","RB","4","2025","6","0.000","","0.17","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","6","100.0","0.000","","0.17","0.0"
"425","Kevin Austin","NO","WR","1","2025","5","-0.200","","0.20","0.0","2","40.0","0.000","","","0.0","1","20.0","-1.000","1.00","","0.0","1","20.0","0.000","","","0.0","1","20.0","0.000","","","0.0","","0.0","","","","0.0"
"426","Jakob Johnson","HST","FB","4","2025","5","0.200","","","20.0","","0.0","","","","0.0","1","20.0","0.000","","","0.0","","0.0","","","","0.0","3","60.0","0.333","","","33.3","1","20.0","0.000","","","0.0"
"427","Dalevon Campbell","CAR","WR","2","2025","5","-0.200","","","0.0","4","80.0","-0.250","","","0.0","","0.0","","","","0.0","1","20.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"428","Nick Vannett","MIN","TE","3","2025","5","0.000","","","0.0","2","40.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","60.0","0.000","","","0.0","","0.0","","","","0.0"
"429","Jaleel McLaughlin","DEN","RB","2","2025","5","0.000","-1.00","0.40","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","5","100.0","0.000","-1.00","0.40","0.0"
"430","Malik Turner","SF","WR","3","2025","5","0.000","","","20.0","2","40.0","0.500","","","50.0","2","40.0","-0.500","","","0.0","1","20.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"431","Dylan Drummond","ATL","WR","2","2025","4","-0.250","","","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0","2","50.0","-0.500","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"432","Travis Homer","CHI","RB","4","2025","4","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","4","100.0","0.000","","","0.0"
"433","Cam Grandy","CIN","TE","3","2025","4","0.000","1.50","0.25","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","50.0","0.000","3.00","0.50","0.0","","0.0","","","","0.0"
"434","Jalen Royals","KC","WR","4","2025","4","-0.250","","","0.0","1","25.0","-1.000","","","0.0","1","25.0","0.000","","","0.0","","0.0","","","","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0"
"435","Jaret Patterson","LAC","RB","3","2025","4","0.000","","","0.0","","0.0","","","","0.0","1","25.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","75.0","0.000","","","0.0"
"436","Brenden Bates","HST, CLV","TE","4","2025","4","0.000","5.75","0.50","0.0","1","25.0","0.000","4.00","1.00","0.0","1","25.0","0.000","1.00","19.00","0.0","","0.0","","","","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0"
"437","Will Mallory","IND","TE","1","2025","4","0.250","","","25.0","1","25.0","0.000","","","0.0","3","75.0","0.333","","","33.3","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"438","Ke'Shawn Williams","PIT","WR","6","2025","4","0.000","","","0.0","","0.0","","","","0.0","3","75.0","0.000","","","0.0","1","25.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"439","Stephen Carlson","CHI","TE","2","2025","4","0.000","","","0.0","1","25.0","0.000","","","0.0","1","25.0","0.000","","","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"440","Brayden Willis","SF","TE","5","2025","4","-0.250","","0.20","0.0","","0.0","","","","0.0","1","25.0","0.000","","","0.0","1","25.0","-1.000","","","0.0","2","50.0","0.000","","0.50","0.0","","0.0","","","","0.0"
"441","Terrell Jennings","NE","RB","4","2025","4","0.000","2.25","0.25","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","4","100.0","0.000","2.25","0.25","0.0"
"442","Nikko Remigio","KC","WR","10","2025","4","0.000","4.20","0.20","0.0","","0.0","","21.00","1.00","0.0","1","25.0","0.000","","","0.0","1","25.0","0.000","","","0.0","2","50.0","0.000","","","0.0","","0.0","","","","0.0"
"443","Elijah Mitchell","KC","RB","1","2025","4","0.000","","0.25","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","4","100.0","0.000","","0.25","0.0"
"444","Keleki Latu","BUF","TE","1","2025","4","0.000","1.00","0.25","25.0","3","75.0","0.333","1.33","0.33","33.3","","0.0","","","","0.0","","0.0","","","","0.0","1","25.0","-1.000","","","0.0","","0.0","","","","0.0"
"445","Brady Russell","SEA","FB","10","2025","3","0.000","","","0.0","","0.0","","","","0.0","1","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","66.7","0.000","","","0.0"
"446","Treyton Welch","NO","TE","1","2025","3","0.333","","","33.3","","0.0","","","","0.0","2","66.7","0.000","","","0.0","","0.0","","","","0.0","1","33.3","1.000","","","100.0","","0.0","","","","0.0"
"447","Nyheim Hines","LAC","RB","3","2025","3","0.333","","","33.3","","0.0","","","","0.0","1","33.3","1.000","","","100.0","1","33.3","0.000","","","0.0","","0.0","","","","0.0","1","33.3","0.000","","","0.0"
"448","Cameron Latu","PHI","TE","9","2025","3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","33.3","0.000","","","0.0","2","66.7","0.000","","","0.0"
"449","Travis Vokolek","ARZ","TE","3","2025","3","-0.333","","","0.0","2","66.7","-0.500","","","0.0","1","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"450","Jahdae Walker","CHI","WR","3","2025","3","-0.333","","","0.0","","0.0","","","","0.0","3","100.0","-0.333","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"451","Brandon Smith","NYJ","WR","1","2025","3","0.000","","","0.0","","0.0","","","","0.0","2","66.7","0.000","","","0.0","1","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"452","Carter Runyon","LV","TE","4","2025","3","0.000","1.00","0.33","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","33.3","0.000","","","0.0","2","66.7","0.000","1.50","0.50","0.0","","0.0","","","","0.0"
"453","Nick Kallerup","SEA","TE","3","2025","3","0.000","","0.33","0.0","1","33.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","66.7","0.000","","0.50","0.0","","0.0","","","","0.0"
"454","Xavier Gipson","PHI, NYJ","WR","5","2025","2","0.000","1.50","0.50","0.0","","0.0","","","","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0","1","50.0","0.000","3.00","1.00","0.0","","0.0","","","","0.0"
"455","Ja'Corey Brooks","WAS","WR","1","2025","2","-0.500","","","0.0","","0.0","","","","0.0","2","100.0","-0.500","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"456","Shedrick Jackson","LV","WR","1","2025","2","0.000","","","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"457","Charlie Jones","CIN","WR","10","2025","2","0.000","","","0.0","","0.0","","","","0.0","2","100.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"458","Mecole Hardman","BUF","WR","1","2025","2","-0.500","","0.50","0.0","1","50.0","0.000","","","0.0","1","50.0","-1.000","1.00","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"459","Marcedes Lewis","DEN","TE","3","2025","2","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","50.0","0.000","","","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0"
"460","Jacoby Jones","WAS","WR","1","2025","2","0.000","12.50","0.50","0.0","1","50.0","0.000","25.00","1.00","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0"
"461","Hayden Rucci","MIA","TE","4","2025","2","0.000","","","0.0","2","100.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"462","Pharaoh Brown","ARZ","TE","1","2025","2","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","100.0","0.000","","","0.0","","0.0","","","","0.0"
"463","Cam Akers","MIN","RB","2","2025","2","0.000","","0.50","0.0","1","50.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","50.0","0.000","","1.00","0.0"
"464","Myles Price","MIN","WR","10","2025","1","0.000","","","0.0","1","100.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"465","British Brooks","HST","FB","6","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0"
"466","Amar Johnson","LAC","RB","1","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0"
"467","Roschon Johnson","CHI","RB","6","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0"
"468","Kene Nwangwu","NYJ","RB","5","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0"
"469","Ronnie Rivers","LA","RB","1","2025","1","0.000","","","0.0","1","100.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"470","Jalen Cropper","DAL","WR","3","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"471","Jeff Wilson","MIA","RB","1","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0"
"472","Shane Zylstra","DET","TE","1","2025","1","1.000","","","100.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","1.000","","","100.0"
"473","Ko Kieft","TB","TE","3","2025","1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","100.0","0.000","","","0.0","","0.0","","","","0.0"

"Rank","Rank, Most to Least"
"Name","Full name of the player or team"
"Team","Team(s) played for"
"POS","Player Position"
"G","Games Played"
"RTE","Routes Run"
"SEP SCORE","Average separation score on routes run"
"YPRR","Yards per Route Run"
"TPRR","Targets per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
"RTE","Routes Run"
"RTE %","Percentage of total routes"
"SEP SCORE","Average separation score on routes run"
"YPRR","Yards per Route Run"
"TPRR","Targets per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
"RTE","Routes Run"
"RTE %","Percentage of total routes"
"SEP SCORE","Average separation score on routes run"
"TPRR","Targets per Route Run"
"YPRR","Yards per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
"RTE","Routes Run"
"RTE %","Percentage of total routes"
"SEP SCORE","Average separation score on routes run"
"TPRR","Targets per Route Run"
"YPRR","Yards per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
"RTE","Routes Run"
"RTE %","Percentage of total routes"
"SEP SCORE","Average separation score on routes run"
"YPRR","Yards per Route Run"
"TPRR","Targets per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
"RTE","Routes Run"
"RTE %","Percentage of total routes"
"SEP SCORE","Average separation score on routes run"
"YPRR","Yards per Route Run"
"TPRR","Targets per Route Run"
"WIN RATE","Percentage of routes with a positive separation score"
